province,ID,name,grade,lat,lon,alt,pressureAlt
福建,58837,尤溪,基本站,26.15,118.15,204.8,205.9
福建,58839,闽清,一般站,26.2333333333333,118.85,40.8,41.8
福建,58843,霞浦,基本站,26.8833333333333,120.016666666667,56.8,57.8
福建,58844,闽侯,一般站,26.15,119.15,57.8,58.6
福建,58845,罗源,一般站,26.5,119.55,78.5,79.5
福建,58846,宁德,基本站,26.6666666666667,119.516666666667,32.4,33.2
福建,58847,福州,基准站,26.0833333333333,119.283333333333,84,85
福建,58848,连江,一般站,26.2,119.55,13.4,14.4
福建,58850,三沙,一般站,26.9166666666667,120.233333333333,92.2,93.2
福建,58911,长汀,基本站,25.85,116.366666666667,310,311.2
福建,58912,连城,一般站,25.7166666666667,116.733333333333,404,404.9
福建,58917,武平,一般站,25.0833333333333,116.1,307,308.2
福建,58918,上杭,基本站,25.05,116.416666666667,198,198.7
福建,58921,永安,基准站,25.9666666666667,117.35,206,207
福建,58923,大田,一般站,25.7,117.833333333333,400.1,400.9
福建,58926,漳平,基本站,25.3,117.416666666667,205.3,206.5
福建,58927,龙岩,基本站,25.05,117.016666666667,376,377
福建,58928,华安,一般站,25.0166666666667,117.533333333333,166.5,167.7
福建,58929,安溪,一般站,25.0666666666667,118.2,130.6,131.6
福建,58931,九仙山,基本站,25.7166666666667,118.1,1653.5,1654.6
福建,58932,永泰,一般站,25.8666666666667,118.933333333333,85.6,86.6
福建,58933,屏南,基本站,26.9166666666667,118.983333333333,869.5,870.4
福建,58934,永春,一般站,25.3333333333333,118.266666666667,183.8,184.8
福建,58935,德化,一般站,25.4833333333333,118.233333333333,521.4,522.4
福建,58936,仙游,基本站,25.3666666666667,118.7,77.7,78.5
福建,58938,秀屿,一般站,25.2333333333333,118.983333333333,23.1,24.3
福建,58940,福州郊区,一般站,26.0833333333333,119.333333333333,25.6,26.7
福建,58941,长乐,一般站,25.9666666666667,119.5,25.9,26.9
福建,58942,福清,一般站,25.7166666666667,119.383333333333,39.2,40.3
福建,58944,平潭,基本站,25.5166666666667,119.783333333333,32.4,33.4
福建,58946,莆田,一般站,25.45,119,81.1,81.9
福建,59113,永定,基本站,24.7333333333333,116.716666666667,226.9,227.9
福建,59122,长泰,一般站,24.6166666666667,117.75,43,44
福建,59124,南靖,一般站,24.5166666666667,117.383333333333,53.7,54.7
福建,59125,平和,一般站,24.3833333333333,117.3,108.5,109.5
福建,59126,漳州,基本站,24.5,117.65,28.9,29.9
福建,59127,龙海,一般站,24.4333333333333,117.833333333333,32.1,32.8
福建,59129,漳浦,一般站,24.1333333333333,117.583333333333,61.1,62.1
福建,59130,同安,一般站,24.7333333333333,118.15,30.8,31.7
福建,59131,南安,一般站,24.9666666666667,118.366666666667,45.4,46.6
福建,59133,崇武,基准站,24.9,118.916666666667,21.8,22.5
福建,59134,厦门,基本站,24.4833333333333,118.066666666667,139.4,140.6
福建,59137,晋江,一般站,24.8166666666667,118.566666666667,56,57
福建,59320,诏安,一般站,23.75,117.133333333333,37.8,38.8
福建,59321,东山,基本站,23.7833333333333,117.5,53.3,54.5
福建,59322,云霄,一般站,23.9833333333333,117.366666666667,22.8,23.8
甘肃,52418,敦煌,基准站,40.15,94.6833333333333,1139,1139.6
甘肃,52533,酒泉,基准站,39.7666666666667,98.4833333333333,1477.2,1478.4
甘肃,52323,马鬃山,基准站,41.8,97.0333333333333,1770.4,1771.6
甘肃,52424,瓜州,基本站,40.5333333333333,95.7833333333333,1170.9,1172.1
甘肃,52436,玉门镇,基本站,40.2666666666667,97.0333333333333,1526,1527.2
甘肃,52446,鼎新,基准站,40.3,99.5166666666667,1177.4,1178.6
甘肃,52447,金塔,基本站,40,98.8833333333333,1270.5,1271.7
甘肃,52515,肃北,一般站,39.5166666666667,94.8666666666667,2137.2,2138.6
甘肃,52681,民勤,基准站,38.6333333333333,103.083333333333,1367.5,1368.7
甘肃,52679,武威,基本站,37.9166666666667,102.666666666667,1531.5,1532.7
甘肃,52674,永昌,基本站,38.2166666666667,101.933333333333,2093.9,2095.1
甘肃,52787,乌鞘岭,基准站,37.2,102.866666666667,3045.1,3046.3
甘肃,52784,古浪,一般站,37.4666666666667,102.9,2072.4,2073.6
甘肃,52881,天祝,一般站,36.9833333333333,103.183333333333,2484.8,2486
甘肃,52983,榆中,基准站,35.8666666666667,104.15,1874.4,1875.6
甘肃,52884,皋兰,基准站,36.35,103.95,1668.5,1669.7
甘肃,52885,永登,一般站,36.75,103.25,2118.8,2120
甘肃,53923,西峰,基本站,35.7333333333333,107.633333333333,1421,1422.2
甘肃,53821,环县,基本站,36.5666666666667,107.3,1255.6,1256.8
甘肃,53930,华池,一般站,36.45,107.983333333333,1271,1272.2
甘肃,53934,合水,一般站,35.7833333333333,107.983333333333,1274.2,1275.7
甘肃,53935,正宁,一般站,35.4833333333333,108.4,1481.9,1443.9
甘肃,53925,镇原,一般站,35.6833333333333,107.183333333333,1172.5,1173.7
甘肃,53829,庆城,一般站,35.9833333333333,107.9,1093.7,1094.9
甘肃,53937,宁县,一般站,35.5166666666667,107.916666666667,979.4,980.6
甘肃,56093,岷县,基准站,34.4333333333333,104.016666666667,2315,2316.2
甘肃,52986,临洮,基本站,35.3666666666667,103.866666666667,1893.8,1895
甘肃,52996,华家岭,基本站,35.3833333333333,105.016666666667,2450.6,2451.8
甘肃,52995,安定,一般站,35.5833333333333,104.616666666667,1897.2,1898.4
甘肃,53908,通渭,一般站,35.2166666666667,105.233333333333,1769.8,1771
甘肃,56092,陇西,一般站,35,104.65,1728.2,1729.4
甘肃,56091,漳县,一般站,34.85,104.466666666667,1883.3,1884.5
甘肃,52998,渭源,一般站,35.1333333333333,104.2,2111,2112.2
甘肃,52652,张掖,基准站,39.0833333333333,100.283333333333,1461.1,1462.3
甘肃,52546,高台,基本站,39.3666666666667,99.8333333333333,1332.2,1333.4
甘肃,52661,山丹,基本站,38.8,101.083333333333,1765.5,1766.7
甘肃,52656,民乐,一般站,38.4333333333333,100.816666666667,2281.4,2282.6
甘肃,52557,临泽,一般站,39.15,100.166666666667,1453.7,1454.9
甘肃,52643,肃南,一般站,38.8333333333333,99.6166666666667,2311.8,2313
甘肃,52797,景泰,基本站,37.1833333333333,104.05,1630.9,1632.1
甘肃,52895,靖远,基本站,36.5666666666667,104.683333333333,1398.2,1399.4
甘肃,52993,会宁,一般站,35.6833333333333,105.066666666667,1739.4,1740.6
甘肃,52896,白银,一般站,36.55,104.15,1738.7,1739.9
甘肃,56074,玛曲,基本站,34,102.083333333333,3471.4,3472.6
甘肃,56080,合作,基准站,35,102.9,2910,2911.2
甘肃,52978,夏河,一般站,35.1833333333333,102.5,2948.3,2950.1
甘肃,56071,碌曲,一般站,34.6,102.5,3190.6,3192.1
甘肃,56081,临潭,一般站,34.7,103.35,2810.2,2811.4
甘肃,56082,卓尼,一般站,34.5833333333333,103.5,2592.1,2593.8
甘肃,56084,迭部,一般站,34.0666666666667,103.233333333333,2374.2,2375.4
甘肃,56094,舟曲,一般站,33.7833333333333,104.366666666667,1400,1401.2
甘肃,56096,武都,基本站,33.4,104.916666666667,1079.1,1080.3
甘肃,56192,文县,一般站,32.95,104.666666666667,1014.3,1015.5
甘肃,57105,康县,一般站,33.3333333333333,105.6,1221.2,1222.4
甘肃,57007,礼县,一般站,34.1833333333333,105.183333333333,1404.6,1405.8
甘肃,57102,成县,一般站,33.75,105.716666666667,970,971.2
甘肃,57110,徽县,一般站,33.7833333333333,106.083333333333,930.8,932
甘肃,57111,两当,一般站,33.9166666666667,106.3,961.4,962.6
甘肃,56095,宕昌,一般站,34.0333333333333,104.383333333333,1753.2,1754.4
甘肃,57008,西和,一般站,34.0333333333333,105.3,1579,1580.2
甘肃,57014,麦积,基本站,34.5666666666667,105.866666666667,1085.2,1086.4
甘肃,57004,武山,一般站,34.7333333333333,104.883333333333,1495.4,1496.6
甘肃,57001,甘谷,一般站,34.75,105.333333333333,1271.9,1273.1
甘肃,57002,秦安,一般站,34.85,105.65,1216.1,1217.3
甘肃,57006,天水,一般站,34.5833333333333,105.75,1141.6,1142.8
甘肃,57011,清水,一般站,34.75,106.15,1378.2,1379.4
甘肃,57012,张家川,一般站,34.9833333333333,106.2,1664.5,1665.7
甘肃,53915,崆峒,基本站,35.55,106.666666666667,1346.6,1347.8
甘肃,53917,庄浪,一般站,35.2166666666667,106.066666666667,1631,1632.2
甘肃,53924,灵台,一般站,35.0666666666667,107.616666666667,966.6,967.8
甘肃,53926,泾川,一般站,35.35,107.35,1028.8,1030
甘肃,53906,静宁,一般站,35.5166666666667,105.716666666667,1656.4,1657.6
甘肃,53927,华亭,一般站,35.2,106.616666666667,1477.6,1478.8
甘肃,53928,崇信,一般站,35.3,107.016666666667,1149.1,1150.3
甘肃,52984,临夏,基本站,35.5833333333333,103.183333333333,1917.2,1918.4
甘肃,52980,永靖,一般站,35.9666666666667,103.3,1648,1649.2
甘肃,52981,东乡,一般站,35.6833333333333,103.383333333333,2421,2422.2
甘肃,52982,广河,一般站,35.4833333333333,103.55,1953.2,1954.4
甘肃,52985,和政,一般站,35.4166666666667,103.333333333333,2162.8,2164
甘肃,52988,康乐,一般站,35.3666666666667,103.716666666667,2015.8,2001.8
甘肃,52889,兰州,一般站,36.05,103.883333333333,1517.2,1518.4
广东,57988,乐昌,一般站,25.1166666666667,113.35,143.2,144
广东,57989,仁化,一般站,25.0666666666667,113.766666666667,112.7,113.5
广东,57996,南雄,基准站,25.0833333333333,114.25,149.7,150.5
广东,59071,连南,一般站,24.7333333333333,112.283333333333,174.3,175.1
广东,59072,连州,基本站,24.8166666666667,112.366666666667,131.7,132.6
广东,59074,连山,一般站,24.5666666666667,112.066666666667,300.6,301.4
广东,59075,阳山,一般站,24.4666666666667,112.633333333333,70.5,71.3
广东,59081,乳源,一般站,24.7833333333333,113.283333333333,131.1,131.9
广东,59082,韶关,基本站,24.6666666666667,113.6,121.3,122.3
广东,59087,佛冈,基本站,23.8833333333333,113.516666666667,97.2,98
广东,59088,英德,基本站,24.1833333333333,113.416666666667,74.4,75.2
广东,59090,始兴,一般站,24.9666666666667,114.05,143.9,144.8
广东,59094,翁源,一般站,24.35,114.116666666667,184.1,184.9
广东,59096,连平,基本站,24.3666666666667,114.483333333333,215.2,216
广东,59097,新丰,基本站,24.05,114.2,199.3,200.1
广东,59099,和平,一般站,24.45,114.933333333333,173.7,174.6
广东,59106,平远,一般站,24.5833333333333,115.9,152.6,153.5
广东,59107,龙川,基本站,24.1166666666667,115.283333333333,179.6,180.4
广东,59109,兴宁,一般站,24.1666666666667,115.716666666667,123.6,124.5
广东,59114,蕉岭,一般站,24.65,116.166666666667,135.7,136.6
广东,59116,大埔,基本站,24.35,116.7,80.1,81
广东,59117,梅县,基本站,24.2833333333333,116.066666666667,116,116.9
广东,59264,封开,一般站,23.4,111.5,83.6,84.4
广东,59268,郁南,一般站,23.2666666666667,111.55,70.6,71.4
广东,59269,德庆,一般站,23.1666666666667,111.783333333333,47.2,47.9
广东,59270,怀集,一般站,23.9333333333333,112.183333333333,84.8,85.6
广东,59271,广宁,基本站,23.6333333333333,112.416666666667,92.7,93.6
广东,59276,四会,一般站,23.35,112.65,40.1,40.9
广东,59278,高要,基本站,22.9833333333333,112.483333333333,60,60.8
广东,59279,三水,一般站,23.2,112.883333333333,24,24.8
广东,59280,清远,基本站,23.7166666666667,113.083333333333,79.2,79.9
广东,59284,花都,一般站,23.4166666666667,113.233333333333,38.9,39.8
广东,59285,从化,一般站,23.5666666666667,113.616666666667,38.1,39
广东,59287,广州,基本站,23.2166666666667,113.483333333333,70.7,71.5
广东,59288,南海,一般站,23.15,113.016666666667,30.1,30.9
广东,59289,东莞,基本站,22.9666666666667,113.733333333333,56,56.8
广东,59290,龙门,一般站,23.7833333333333,114.266666666667,85.5,86.3
广东,59293,河源,基本站,23.8,114.733333333333,71.1,71.9
广东,59294,增城,基准站,23.3333333333333,113.833333333333,30.8,31.6
广东,59297,博罗,一般站,23.1833333333333,114.25,50.2,51
广东,59298,惠阳,基本站,23.0666666666667,114.366666666667,108.5,109.3
广东,59303,五华,基本站,23.9166666666667,115.75,135.9,136.8
广东,59304,紫金,基本站,23.6333333333333,115.183333333333,176.6,177.4
广东,59306,揭西,基本站,23.45,115.85,80.9,81.7
广东,59310,丰顺,基准站,23.7666666666667,116.166666666667,45.3,46.2
广东,59312,潮州,一般站,23.6666666666667,116.7,60.7,61.5
广东,59313,饶平,一般站,23.6833333333333,116.983333333333,44.7,45.5
广东,59314,普宁,一般站,23.3,116.133333333333,28.6,29.4
广东,59315,揭阳,一般站,23.5833333333333,116.4,43.9,44.7
广东,59316,汕头,基准站,23.3833333333333,116.683333333333,2.3,3.3
广东,59317,惠来,基本站,22.9833333333333,116.3,42,42.8
广东,59318,潮阳,一般站,23.25,116.583333333333,6.7,7.5
广东,59319,澄海,一般站,23.4333333333333,116.833333333333,4.1,4.9
广东,59324,南澳,基本站,23.4333333333333,117.033333333333,8,8.8
广东,59456,信宜,基本站,22.35,110.933333333333,141.4,142.2
广东,59462,罗定,基本站,22.7166666666667,111.6,60,60.9
广东,59469,阳春,一般站,22.1666666666667,111.783333333333,37.7,38.6
广东,59470,新兴,一般站,22.7,112.216666666667,57.6,58.4
广东,59471,云浮,一般站,22.9333333333333,112.05,101.4,102.2
广东,59473,鹤山,一般站,22.7333333333333,112.983333333333,47.3,48.1
广东,59475,开平,一般站,22.4,112.65,29.3,30.1
广东,59476,新会,一般站,22.5333333333333,113.033333333333,36.3,37.1
广东,59477,恩平,一般站,22.2666666666667,112.233333333333,69.3,70.1
广东,59478,台山,基本站,22.25,112.783333333333,33.1,33.9
广东,59480,顺德,一般站,22.85,113.25,21.4,22.4
广东,59481,番禺,一般站,22.9333333333333,113.316666666667,12.2,13.1
广东,59485,中山,基本站,22.5166666666667,113.4,33.7,34.5
广东,59487,斗门,一般站,22.2333333333333,113.3,23.1,24.3
广东,59488,珠海,基本站,22.2833333333333,113.566666666667,51.4,52.2
广东,59492,惠东,一般站,22.9666666666667,114.733333333333,47.8,48.6
广东,59493,深圳,基本站,22.5333333333333,114,63,63.9
广东,59500,海丰,一般站,23.0166666666667,115.316666666667,45.6,46.4
广东,59501,汕尾,基本站,22.8,115.366666666667,17.3,18.2
广东,59502,陆丰,一般站,22.95,115.65,5.7,6.5
广东,59650,遂溪,一般站,21.4,110.25,29.7,30.5
广东,59653,高州,一般站,21.9166666666667,110.833333333333,31.5,32.3
广东,59654,廉江,一般站,21.6333333333333,110.3,29.3,30.1
广东,59655,化州,一般站,21.65,110.616666666667,31.9,32.7
广东,59656,吴川,一般站,21.4,110.816666666667,27.3,28.1
广东,59658,湛江,基本站,21.15,110.3,53.4,54.2
广东,59659,茂名,一般站,21.75,110.916666666667,33.5,34.3
广东,59663,阳江,基本站,21.85,111.983333333333,90.3,91.1
广东,59664,电白,基准站,21.55,110.983333333333,31.8,32.7
广东,59673,上川岛,基准站,21.7333333333333,112.766666666667,21.9,22.7
广东,59750,雷州,一般站,20.9666666666667,110.066666666667,33.6,34.4
广东,59754,徐闻,基本站,20.3333333333333,110.183333333333,56.2,57
广西,57859,资源,一般站,26.0333333333333,110.633333333333,408.4,409.6
广西,57927,天峨,一般站,24.9666666666667,107.183333333333,287.3,288.5
广西,57941,三江,一般站,25.7833333333333,109.6,197.3,198.5
广西,57942,龙胜,一般站,25.8,110,268,269.2
广西,57947,融安,基本站,25.2166666666667,109.4,121.3,122.5
广西,57948,融水,一般站,25.0833333333333,109.25,122.7,123.9
广西,57949,永福,一般站,24.9833333333333,110,156.8,158
广西,57954,临桂,一般站,25.2333333333333,110.183333333333,157.6,158.8
广西,57955,兴安,一般站,25.6166666666667,110.666666666667,224,225.2
广西,57956,灵川,一般站,25.4166666666667,110.316666666667,167.9,169.1
广西,57957,桂林,基本站,25.3166666666667,110.3,164.4,165.6
广西,57958,雁山,基准站,25.0833333333333,110.316666666667,151.3,152.5
广西,57960,全州,一般站,25.9333333333333,111.066666666667,195.6,196.8
广西,57964,灌阳,一般站,25.5,111.15,263.1,264.3
广西,59001,隆林,一般站,24.7833333333333,105.333333333333,672.2,673.4
广西,59004,西林,一般站,24.5,105.1,725.9,727.1
广西,59012,乐业,一般站,24.7833333333333,106.55,972.1,973.3
广西,59015,凌云,一般站,24.35,106.566666666667,437.9,439.1
广西,59017,田林,一般站,24.2666666666667,106.266666666667,278.2,279.4
广西,59021,凤山,基本站,24.55,107.033333333333,509.4,510.6
广西,59022,南丹,一般站,24.9833333333333,107.55,749.5,750.7
广西,59023,河池,基本站,24.7,108.033333333333,260.2,261.4
广西,59025,东兰,一般站,24.5333333333333,107.383333333333,248.8,250
广西,59027,巴马,基准站,24.1333333333333,107.25,254.9,256.1
广西,59031,环江,一般站,24.8166666666667,108.266666666667,342.3,343.5
广西,59033,罗城,一般站,24.7833333333333,108.866666666667,363,364.2
广西,59034,宜州,一般站,24.4833333333333,108.666666666667,150.7,151.9
广西,59037,都安,基准站,23.9333333333333,108.1,170.8,172
广西,59038,忻城,一般站,24.0666666666667,108.65,138.5,139.7
广西,59041,柳城,一般站,24.65,109.25,108.3,109.5
广西,59044,沙塘,一般站,24.4666666666667,109.383333333333,97.5,98.7
广西,59045,鹿寨,一般站,24.4833333333333,109.75,94.7,95.9
广西,59046,柳州,基本站,24.35,109.4,96.8,98
广西,59047,柳江,一般站,24.25,109.333333333333,100.9,102.1
广西,59051,阳朔,一般站,24.7666666666667,110.5,136.7,137.9
广西,59052,恭城,一般站,24.8333333333333,110.816666666667,169.6,170.8
广西,59053,平乐,一般站,24.65,110.633333333333,157.6,158.8
广西,59055,荔浦,一般站,24.5,110.4,165.7,166.9
广西,59057,金秀,一般站,24.1333333333333,110.183333333333,830.9,832.1
广西,59058,蒙山,基本站,24.2,110.516666666667,181.9,183.1
广西,59059,昭平,一般站,24.1833333333333,110.8,105.8,107
广西,59061,富川,一般站,24.8166666666667,111.266666666667,193.1,194.3
广西,59064,钟山,一般站,24.55,111.316666666667,136.6,137.8
广西,59065,贺州,基本站,24.4166666666667,111.5,148.7,149.9
广西,59209,那坡,基本站,23.4166666666667,105.833333333333,794.1,795.3
广西,59211,百色,基本站,23.9,106.6,174.7,175.9
广西,59213,田阳,一般站,23.7333333333333,106.916666666667,110,111.2
广西,59215,德保,一般站,23.3333333333333,106.633333333333,680,681.2
广西,59218,靖西,基本站,23.1333333333333,106.416666666667,739.9,741.1
广西,59224,田东,一般站,23.6,107.116666666667,111.2,112.4
广西,59227,天等,一般站,23.1166666666667,107.133333333333,454.2,455.4
广西,59228,平果,基本站,23.3166666666667,107.583333333333,108.8,110
广西,59229,隆安,一般站,23.1666666666667,107.7,125.7,126.9
广西,59230,马山,一般站,23.7166666666667,108.116666666667,219,220.2
广西,59235,上林,一般站,23.4333333333333,108.616666666667,115.5,116.7
广西,59237,武鸣,一般站,23.1666666666667,108.283333333333,111.7,112.9
