54644   38.05  117.12   孟村回族自治县                          沧州市                 河北省      
54618   38.08  116.55   泊头市                                  沧州市                 河北省      
54610   38.73  116.10   任丘市                                  沧州市                 河北省      
54624   38.37  117.35   黄骅市                                  沧州市                 河北省      
54614   38.45  116.08   河间市                                  沧州市                 河北省      
54512   39.43  116.28   固安县                                  廊坊市                 河北省      
54519   39.30  116.48   永清县                                  廊坊市                 河北省      
54521   39.77  116.98   香河县                                  廊坊市                 河北省      
54613   38.70  116.62   大城县                                  廊坊市                 河北省      
54612   38.87  116.45   文安县                                  廊坊市                 河北省      
54510   39.90  116.98   大厂回族自治县                          廊坊市                 河北省      
54518   39.12  116.38   霸州市                                  廊坊市                 河北省      
54520   39.97  117.08   三河市                                  廊坊市                 河北省      
54708   37.50  115.73   枣强县                                  衡水市                 河北省      
54703   37.80  115.88   武邑县                                  衡水市                 河北省      
54700   38.03  115.98   武强县                                  衡水市                 河北省      
54606   38.23  115.73   饶阳县                                  衡水市                 河北省      
54609   38.23  115.52   安平县                                  衡水市                 河北省      
54707   37.35  115.98   故城县                                  衡水市                 河北省      
54711   37.70  116.28   景县                                    衡水市                 河北省      
54710   37.87  116.17   阜城县                                  衡水市                 河北省      
54704   37.55  115.57   冀州市                                  衡水市                 河北省      
54608   38.00  115.55   深州市                                  衡水市                 河北省      
53774   37.62  112.33   清徐县                                  太原市                 山西省      
53678   38.07  112.67   阳曲县                                  太原市                 山西省      
53669   38.08  111.80   娄烦县                                  太原市                 山西省      
53486   40.37  113.77   阳高县                                  大同市                 山西省      
53490   40.43  114.05   天镇县                                  大同市                 山西省      
53590   39.75  114.27   广灵县                                  大同市                 山西省      
53582   39.72  113.68   浑源县                                  大同市                 山西省      
53573   40.00  112.70   左云县                                  大同市                 山西省      
53488   40.03  113.58   大同县                                  大同市                 山西省      
53687   37.78  113.63   平定县                                  阳泉市                 山西省      
53685   38.07  113.42   盂县                                    阳泉市                 山西省      
53879   36.32  112.88   屯留县                                  长治市                 山西省      
53888   36.20  113.43   平顺县                                  长治市                 山西省      
53878   36.52  113.38   黎城县                                  长治市                 山西省      
53885   36.13  113.20   壶关县                                  长治市                 山西省      
53873   36.12  112.87   长子县                                  长治市                 山西省      
53871   36.83  112.85   武乡县                                  长治市                 山西省      
53872   36.77  112.68   沁县                                    长治市                 山西省      
53875   36.52  112.35   沁源县                                  长治市                 山西省      
53880   36.33  113.23   潞城市                                  长治市                 山西省      
53970   35.70  112.20   沁水县                                  晋城市                 山西省      
53975   35.48  112.40   阳城县                                  晋城市                 山西省      
53981   35.78  113.27   陵川县                                  晋城市                 山西省      
53973   35.77  112.95   高平市                                  晋城市                 山西省      
53574   39.52  112.27   平鲁区                                  朔州市                 山西省      
53576   39.50  112.82   山阴县                                  朔州市                 山西省      
53584   39.57  113.17   应县                                    朔州市                 山西省      
53478   40.00  112.45   右玉县                                  朔州市                 山西省      
53580   39.82  113.10   怀仁县                                  朔州市                 山西省      
53787   37.07  112.98   榆社县                                  晋中市                 山西省      
53786   37.08  113.37   左权县                                  晋中市                 山西省      
53788   37.33  113.57   和顺县                                  晋中市                 山西省      
53783   37.60  113.70   昔阳县                                  晋中市                 山西省      
53780   37.90  113.17   寿阳县                                  晋中市                 山西省      
53775   37.43  112.53   太谷县                                  晋中市                 山西省      
53770   37.35  112.35   祁县                                    晋中市                 山西省      
53778   37.17  112.22   平遥县                                  晋中市                 山西省      
53862   36.83  111.77   灵石县                                  晋中市                 山西省      
53863   37.03  111.92   介休市                                  晋中市                 山西省      
53958   35.13  110.78   临猗县                                  运城市                 山西省      
53956   35.40  110.83   万荣县                                  运城市                 山西省      
53967   35.33  111.20   闻喜县                                  运城市                 山西省      
53954   35.62  110.97   稷山县                                  运城市                 山西省      
53964   35.62  111.22   新绛县                                  运城市                 山西省      
53965   35.52  111.57   绛县                                    运城市                 山西省      
53968   35.28  111.67   垣曲县                                  运城市                 山西省      
57060   35.17  111.23   夏县                                    运城市                 山西省      
57061   34.83  111.20   平陆县                                  运城市                 山西省      
57053   34.70  110.72   芮城县                                  运城市                 山西省      
57052   34.88  110.45   永济市                                  运城市                 山西省      
53957   35.62  110.72   河津市                                  运城市                 山西省      
53676   38.50  112.98   定襄县                                  忻州市                 山西省      
53579   39.02  112.90   代县                                    忻州市                 山西省      
53585   39.17  113.27   繁峙县                                  忻州市                 山西省      
53577   39.00  112.30   宁武县                                  忻州市                 山西省      
53666   38.35  111.93   静乐县                                  忻州市                 山西省      
53575   39.10  112.20   神池县                                  忻州市                 山西省      
53663   38.92  111.82   五寨县                                  忻州市                 山西省      
53662   38.72  111.58   岢岚县                                  忻州市                 山西省      
53564   39.38  111.15   河曲县                                  忻州市                 山西省      
53660   39.02  111.08   保德县                                  忻州市                 山西省      
53565   39.43  111.50   偏关县                                  忻州市                 山西省      
53673   38.73  112.72   原平市                                  忻州市                 山西省      
53961   35.65  111.48   曲沃县                                  临汾市                 山西省      
53962   35.73  111.70   翼城县                                  临汾市                 山西省      
53861   35.88  111.42   襄汾县                                  临汾市                 山西省      
53866   36.23  111.67   洪洞县                                  临汾市                 山西省      
53874   36.25  111.90   古县                                    临汾市                 山西省      
53877   36.17  112.25   安泽县                                  临汾市                 山西省      
53966   35.98  111.83   浮山县                                  临汾市                 山西省      
53859   36.10  110.67   吉县                                    临汾市                 山西省      
53953   35.97  110.85   乡宁县                                  临汾市                 山西省      
53856   36.47  110.75   大宁县                                  临汾市                 山西省      
53853   36.70  110.95   隰县                                    临汾市                 山西省      
53852   36.77  110.63   永和县                                  临汾市                 山西省      
53864   36.40  111.10   蒲县                                    临汾市                 山西省      
53865   36.65  111.55   汾西县                                  临汾市                 山西省      
53963   35.65  111.37   侯马市                                  临汾市                 山西省      
53869   36.58  111.70   霍州市                                  临汾市                 山西省      
53771   37.45  112.05   文水县                                  吕梁市                 山西省      
53777   37.53  112.15   交城县                                  吕梁市                 山西省      
53664   38.47  111.13   兴县                                    吕梁市                 山西省      
53659   37.97  111.00   临县                                    吕梁市                 山西省      
53753   37.43  110.88   柳林县                                  吕梁市                 山西省      
53759   36.98  110.83   石楼县                                  吕梁市                 山西省      
53665   38.28  111.65   岚县                                    吕梁市                 山西省      
53760   37.88  111.23   方山县                                  吕梁市                 山西省      
53767   37.33  111.17   中阳县                                  吕梁市                 山西省      
53860   36.98  111.17   交口县                                  吕梁市                 山西省      
53768   37.15  111.75   孝义市                                  吕梁市                 山西省      
53769   37.25  111.78   汾阳市                                  吕梁市                 山西省      
53464   40.68  111.15   土默特左旗                              呼和浩特市             内蒙古      
53467   40.27  111.18   托克托县                                呼和浩特市             内蒙古      
53469   40.40  111.82   和林格尔县                              呼和浩特市             内蒙古      
53562   39.92  111.67   清水河县                                呼和浩特市             内蒙古      
53368   41.08  111.47   武川县                                  呼和浩特市             内蒙古      
54122   43.88  120.05   阿鲁科尔沁旗                            赤峰市                 内蒙古      
54027   43.98  119.40   巴林左旗                                赤峰市                 内蒙古      
54113   43.53  118.65   巴林右旗                                赤峰市                 内蒙古      
54115   43.60  118.07   林西县                                  赤峰市                 内蒙古      
54117   43.25  117.53   克什克腾旗                              赤峰市                 内蒙古      
54213   42.93  119.02   翁牛特旗                                赤峰市                 内蒙古      
54313   41.93  118.70   喀喇沁旗                                赤峰市                 内蒙古      
54320   41.60  119.35   宁城县                                  赤峰市                 内蒙古      
54225   42.28  119.92   敖汉旗                                  赤峰市                 内蒙古      
54134   43.60  121.28   开鲁县                                  通辽市                 内蒙古      
54234   42.73  121.75   库伦旗                                  通辽市                 内蒙古      
54223   42.85  120.65   奈曼旗                                  通辽市                 内蒙古      
54026   44.57  120.90   扎鲁特旗                                通辽市                 内蒙古      
50924   45.53  119.67   霍林郭勒市                              通辽市                 内蒙古      
53457   40.40  110.03   达拉特旗                                鄂尔多斯市             内蒙古      
53553   39.87  111.22   准格尔旗                                鄂尔多斯市             内蒙古      
53730   38.18  107.48   鄂托克前旗                              鄂尔多斯市             内蒙古      
53529   39.10  107.98   鄂托克旗                                鄂尔多斯市             内蒙古      
53533   39.85  108.73   杭锦旗                                  鄂尔多斯市             内蒙古      
53644   38.60  108.83   乌审旗                                  鄂尔多斯市             内蒙古      
53545   39.57  109.73   伊金霍洛旗                              鄂尔多斯市             内蒙古      
50527   49.22  119.75   海拉尔区                                呼伦贝尔市             内蒙古      
50647   48.13  123.48   阿荣旗                                  呼伦贝尔市             内蒙古      
50525   49.15  119.75   鄂温克族自治旗                          呼伦贝尔市             内蒙古      
50524   49.32  119.43   陈巴尔虎旗                              呼伦贝尔市             内蒙古      
50618   48.22  118.27   新巴尔虎左旗                            呼伦贝尔市             内蒙古      
50603   48.67  116.82   新巴尔虎右旗                            呼伦贝尔市             内蒙古      
50514   49.57  117.43   满洲里市                                呼伦贝尔市             内蒙古      
50526   49.28  120.70   牙克石市                                呼伦贝尔市             内蒙古      
50639   48.00  122.73   扎兰屯市                                呼伦贝尔市             内蒙古      
50425   50.25  120.18   额尔古纳市                              呼伦贝尔市             内蒙古      
50431   50.78  121.52   根河市                                  呼伦贝尔市             内蒙古      
53513   40.75  107.42   临河区                                  巴彦淖尔市             内蒙古      
53337   41.10  108.27   五原县                                  巴彦淖尔市             内蒙古      
53419   40.33  107.00   磴口县                                  巴彦淖尔市             内蒙古      
53433   40.73  108.65   乌拉特前旗                              巴彦淖尔市             内蒙古      
53336   41.57  108.52   乌拉特中旗                              巴彦淖尔市             内蒙古      
53324   41.07  107.05   乌拉特后旗                              巴彦淖尔市             内蒙古      
53420   40.85  107.12   杭锦后旗                                巴彦淖尔市             内蒙古      
53480   41.03  113.07   集宁区                                  乌兰察布市             内蒙古      
53472   40.87  112.57   卓资县                                  乌兰察布市             内蒙古      
53391   41.90  114.00   化德县                                  乌兰察布市             内蒙古      
53385   41.57  113.55   商都县                                  乌兰察布市             内蒙古      
53483   40.88  113.87   兴和县                                  乌兰察布市             内蒙古      
53475   40.52  112.52   凉城县                                  乌兰察布市             内蒙古      
53362   41.53  111.68   四子王旗                                乌兰察布市             内蒙古      
53484   40.45  113.15   丰镇市                                  乌兰察布市             内蒙古      
50838   46.08  122.05   乌兰浩特市                              兴安盟                 内蒙古      
50727   47.17  119.93   阿尔山市                                兴安盟                 内蒙古      
50937   45.05  121.47   科尔沁右翼中旗                          兴安盟                 内蒙古      
50833   46.72  122.90   扎赉特旗                                兴安盟                 内蒙古      
50934   45.38  121.58   突泉县                                  兴安盟                 内蒙古      
53068   43.65  111.97   二连浩特市                              锡林郭勒盟             内蒙古      
54102   43.95  116.12   锡林浩特市                              锡林郭勒盟             内蒙古      
53192   44.02  114.95   阿巴嘎旗                                锡林郭勒盟             内蒙古      
53195   43.87  113.63   苏尼特左旗                              锡林郭勒盟             内蒙古      
53272   42.75  112.63   苏尼特右旗                              锡林郭勒盟             内蒙古      
50915   45.52  116.97   东乌珠穆沁旗                            锡林郭勒盟             内蒙古      
54012   44.58  117.60   西乌珠穆沁旗                            锡林郭勒盟             内蒙古      
54305   41.88  115.27   太仆寺旗                                锡林郭勒盟             内蒙古      
53289   42.23  113.83   镶黄旗                                  锡林郭勒盟             内蒙古      
54204   42.30  115.00   正镶白旗                                锡林郭勒盟             内蒙古      
54205   42.23  116.00   正蓝旗                                  锡林郭勒盟             内蒙古      
54208   42.18  116.47   多伦县                                  锡林郭勒盟             内蒙古      
53602   38.83  105.67   阿拉善左旗                              阿拉善盟               内蒙古      
52267   41.95  101.07   额济纳旗                                阿拉善盟               内蒙古      
54340   41.67  123.32   苏家屯区                                沈阳市                 辽宁省      
54248   42.03  123.53   新城子区                                沈阳市                 辽宁省      
54332   41.52  122.72   辽中县                                  沈阳市                 辽宁省      
54244   42.75  123.33   康平县                                  沈阳市                 辽宁省      
54245   42.50  123.40   法库县                                  沈阳市                 辽宁省      
54333   41.98  122.83   新民市                                  沈阳市                 辽宁省      
54660   38.82  121.23   旅顺口区                                大连市                 辽宁省      
54568   39.08  121.70   金州区                                  大连市                 辽宁省      
54579   39.27  122.58   长海县                                  大连市                 辽宁省      
54563   39.63  122.02   瓦房店市                                大连市                 辽宁省      
54569   39.40  121.97   普兰店市                                大连市                 辽宁省      
54584   39.72  122.95   庄河市                                  大连市                 辽宁省      
54336   41.38  122.43   台安县                                  鞍山市                 辽宁省      
54486   40.28  123.28   岫岩满族自治县                          鞍山市                 辽宁省      
54472   40.88  122.72   海城市                                  鞍山市                 辽宁省      
54353   41.73  125.05   新宾满族自治县                          抚顺市                 辽宁省      
54259   42.10  124.92   清原满族自治县                          抚顺市                 辽宁省      
54365   41.28  125.35   桓仁满族自治县                          本溪市                 辽宁省      
54493   40.72  124.78   宽甸满族自治县                          丹东市                 辽宁省      
54590   39.88  124.17   东港市                                  丹东市                 辽宁省      
54494   40.47  124.07   凤城市                                  丹东市                 辽宁省      
54335   41.68  122.08   黑山县                                  锦州市                 辽宁省      
54334   41.52  121.23   义县                                    锦州市                 辽宁省      
54330   41.17  121.37   凌海市                                  锦州市                 辽宁省      
54331   41.58  121.77   北宁市                                  锦州市                 辽宁省      
54474   40.42  122.35   盖州市                                  营口市                 辽宁省      
54475   40.62  122.48   大石桥市                                营口市                 辽宁省      
54236   42.42  122.53   彰武县                                  阜新市                 辽宁省      
54348   41.42  123.32   灯塔市                                  辽阳市                 辽宁省      
54470   41.02  122.07   大洼县                                  盘锦市                 辽宁省      
54338   41.28  121.95   盘山县                                  盘锦市                 辽宁省      
54252   42.73  124.75   西丰县                                  铁岭市                 辽宁省      
54243   42.78  124.12   昌图县                                  铁岭市                 辽宁省      
54254   42.53  124.05   开原市                                  铁岭市                 辽宁省      
54326   41.38  119.70   建平县                                  朝阳市                 辽宁省      
54323   41.82  120.75   北票市                                  朝阳市                 辽宁省      
54327   41.23  119.35   凌源市                                  朝阳市                 辽宁省      
54453   40.78  120.88   连山区                                  葫芦岛市               辽宁省      
54454   40.35  120.35   绥中县                                  葫芦岛市               辽宁省      
54452   40.80  119.82   建昌县                                  葫芦岛市               辽宁省      
54455   40.58  120.70   兴城市                                  葫芦岛市               辽宁省      
54285   42.42  128.12   二道区                                  长春市                 吉林省      
54165   43.55  125.63   双阳区                                  长春市                 吉林省      
54064   44.38  125.15   农安县                                  长春市                 吉林省      
54069   44.17  125.80   九台市                                  长春市                 吉林省      
54072   44.85  126.52   榆树市                                  长春市                 吉林省      
54065   44.53  125.65   德惠市                                  长春市                 吉林省      
54171   43.70  126.52   永吉县                                  吉林市                 吉林省      
54181   43.70  127.33   蛟河市                                  吉林市                 吉林省      
54273   42.98  126.75   桦甸市                                  吉林市                 吉林省      
54076   44.42  126.93   舒兰市                                  吉林市                 吉林省      
54263   42.97  126.05   磐石市                                  吉林市                 吉林省      
54154   43.35  124.30   梨树县                                  四平市                 吉林省      
54164   43.35  125.28   伊通满族自治县                          四平市                 吉林省      
54156   43.52  124.80   公主岭市                                四平市                 吉林省      
54142   43.50  123.53   双辽市                                  四平市                 吉林省      
54261   42.68  125.45   东丰县                                  辽源市                 吉林省      
54274   42.68  126.07   辉南县                                  通化市                 吉林省      
54267   42.25  125.73   柳河县                                  通化市                 吉林省      
54266   42.53  125.63   梅河口市                                通化市                 吉林省      
54377   41.10  126.15   集安市                                  通化市                 吉林省      
54276   42.35  126.82   靖宇县                                  白山市                 吉林省      
54386   41.42  128.18   长白朝鲜族自治县                        白山市                 吉林省      
54279   42.03  126.35   江源县                                  白山市                 吉林省      
54374   41.80  126.92   临江市                                  白山市                 吉林省      
50949   45.08  124.87   前郭尔罗斯蒙古族自治                    松原市                 吉林省      
54049   44.25  123.97   长岭县                                  松原市                 吉林省      
50948   45.00  124.02   乾安县                                  松原市                 吉林省      
54063   44.97  126.00   扶余县                                  松原市                 吉林省      
50940   45.85  123.17   镇赉县                                  白城市                 吉林省      
54041   44.80  123.07   通榆县                                  白城市                 吉林省      
50939   45.33  122.82   洮南市                                  白城市                 吉林省      
50945   45.50  124.27   大安市                                  白城市                 吉林省      
54292   42.87  129.50   延吉市                                  延边朝鲜族自治州       吉林省      
54293   42.95  129.83   图们市                                  延边朝鲜族自治州       吉林省      
54186   43.37  128.20   敦化市                                  延边朝鲜族自治州       吉林省      
54291   42.90  130.28   珲春市                                  延边朝鲜族自治州       吉林省      
54290   42.77  129.40   龙井市                                  延边朝鲜族自治州       吉林省      
54286   42.53  129.00   和龙市                                  延边朝鲜族自治州       吉林省      
54195   43.30  129.78   汪清县                                  延边朝鲜族自治州       吉林省      
54187   43.12  128.92   安图县                                  延边朝鲜族自治州       吉林省      
50956   45.88  126.58   呼兰区                                  哈尔滨市               黑龙江      
50877   46.30  129.58   依兰县                                  哈尔滨市               黑龙江      
50964   45.83  128.80   方正县                                  哈尔滨市               黑龙江      
50960   45.78  127.45   宾县                                    哈尔滨市               黑龙江      
50867   46.08  127.35   巴彦县                                  哈尔滨市               黑龙江      
50962   45.95  128.03   木兰县                                  哈尔滨市               黑龙江      
50963   45.97  128.73   通河县                                  哈尔滨市               黑龙江      
50965   45.45  128.30   延寿县                                  哈尔滨市               黑龙江      
50958   45.52  126.95   阿城市                                  哈尔滨市               黑龙江      
50955   45.38  126.30   双城市                                  哈尔滨市               黑龙江      
50968   45.22  127.97   尚志市                                  哈尔滨市               黑龙江      
54080   44.90  127.15   五常市                                  哈尔滨市               黑龙江      
