adcode,formatted_address,city_name,province,city,district,lon,lat
430581,湖南省邵阳市武冈市,武冈市,湖南省,邵阳市,武冈市,110.631884,26.726599
430600,湖南省岳阳市,岳阳市,湖南省,岳阳市,,113.128958,29.357104
430601,湖南省岳阳市市辖区,岳阳市市辖区,湖南省,岳阳市,,113.128958,29.357104
430602,湖南省岳阳市岳阳楼区,岳阳楼区,湖南省,岳阳市,岳阳楼区,113.129702,29.371903
430603,湖南省岳阳市云溪区,云溪区,湖南省,岳阳市,云溪区,113.272313,29.472746
430611,湖南省岳阳市君山区,君山区,湖南省,岳阳市,君山区,113.006435,29.461106
430621,湖南省岳阳市岳阳县,岳阳县,湖南省,岳阳市,岳阳县,113.116418,29.144067
430623,湖南省岳阳市华容县,华容县,湖南省,岳阳市,华容县,112.540463,29.531057
430624,湖南省岳阳市湘阴县,湘阴县,湖南省,岳阳市,湘阴县,112.909426,28.689105
430626,湖南省岳阳市平江县,平江县,湖南省,岳阳市,平江县,113.581234,28.701868
430681,湖南省岳阳市汨罗市,汨罗市,湖南省,岳阳市,汨罗市,113.067259,28.80689
430682,湖南省岳阳市临湘市,临湘市,湖南省,岳阳市,临湘市,113.450423,29.476849
430700,湖南省常德市,常德市,湖南省,常德市,,111.698497,29.031673
430701,湖南省常德市市辖区,常德市市辖区,湖南省,常德市,,111.698497,29.031673
430702,湖南省常德市武陵区,武陵区,湖南省,常德市,武陵区,111.683153,29.055163
430703,湖南省常德市鼎城区,鼎城区,湖南省,常德市,鼎城区,111.680783,29.018593
430721,湖南省常德市安乡县,安乡县,湖南省,常德市,安乡县,112.171131,29.411309
430722,湖南省常德市汉寿县,汉寿县,湖南省,常德市,汉寿县,111.970514,28.906107
430723,湖南省常德市澧县,澧县,湖南省,常德市,澧县,111.758702,29.633237
430724,湖南省常德市临澧县,临澧县,湖南省,常德市,临澧县,111.647518,29.440793
430725,湖南省常德市桃源县,桃源县,湖南省,常德市,桃源县,111.488925,28.902503
430726,湖南省常德市石门县,石门县,湖南省,常德市,石门县,111.380014,29.584293
430781,湖南省常德市津市市,津市市,湖南省,常德市,津市市,111.877499,29.60548
430800,湖南省张家界市,张家界市,湖南省,张家界市,,110.479191,29.117096
430801,湖南省张家界市市辖区,张家界市市辖区,湖南省,张家界市,,110.479191,29.117096
430802,湖南省张家界市永定区,永定区,湖南省,张家界市,永定区,110.537138,29.119856
430811,湖南省张家界市武陵源区,武陵源区,湖南省,张家界市,武陵源区,110.550434,29.34573
430821,湖南省张家界市慈利县,慈利县,湖南省,张家界市,慈利县,111.139711,29.429972
430822,湖南省张家界市桑植县,桑植县,湖南省,张家界市,桑植县,110.204911,29.414264
430900,湖南省益阳市,益阳市,湖南省,益阳市,,112.35518,28.55386
430901,湖南省益阳市市辖区,益阳市市辖区,湖南省,益阳市,,112.35518,28.55386
430902,湖南省益阳市资阳区,资阳区,湖南省,益阳市,资阳区,112.324322,28.590966
430903,湖南省益阳市赫山区,赫山区,湖南省,益阳市,赫山区,112.374024,28.579343
430921,湖南省益阳市南县,南县,湖南省,益阳市,南县,112.396241,29.361338
430922,湖南省益阳市桃江县,桃江县,湖南省,益阳市,桃江县,112.155822,28.518085
430923,湖南省益阳市安化县,安化县,湖南省,益阳市,安化县,111.212846,28.374107
430981,湖南省益阳市沅江市,沅江市,湖南省,益阳市,沅江市,112.354661,28.845837
431000,湖南省郴州市,郴州市,湖南省,郴州市,,113.014717,25.770509
431001,湖南省郴州市市辖区,郴州市市辖区,湖南省,郴州市,,113.014717,25.770509
431002,湖南省郴州市北湖区,北湖区,湖南省,郴州市,北湖区,113.011035,25.784054
431003,湖南省郴州市苏仙区,苏仙区,湖南省,郴州市,苏仙区,113.042441,25.80037
431021,湖南省郴州市桂阳县,桂阳县,湖南省,郴州市,桂阳县,112.734176,25.754167
431022,湖南省郴州市宜章县,宜章县,湖南省,郴州市,宜章县,112.948811,25.400222
431023,湖南省郴州市永兴县,永兴县,湖南省,郴州市,永兴县,113.116528,26.127151
431024,湖南省郴州市嘉禾县,嘉禾县,湖南省,郴州市,嘉禾县,112.369021,25.58752
431025,湖南省郴州市临武县,临武县,湖南省,郴州市,临武县,112.563456,25.27556
431026,湖南省郴州市汝城县,汝城县,湖南省,郴州市,汝城县,113.684727,25.532816
431027,湖南省郴州市桂东县,桂东县,湖南省,郴州市,桂东县,113.944614,26.077616
431028,湖南省郴州市安仁县,安仁县,湖南省,郴州市,安仁县,113.269396,26.709056
431081,湖南省郴州市资兴市,资兴市,湖南省,郴州市,资兴市,113.236146,25.976243
431100,湖南省永州市,永州市,湖南省,永州市,,111.613445,26.420394
431101,湖南省永州市市辖区,永州市市辖区,湖南省,永州市,,111.613445,26.420394
431102,湖南省永州市零陵区,零陵区,湖南省,永州市,零陵区,111.631109,26.221936
431103,湖南省永州市冷水滩区,冷水滩区,湖南省,永州市,冷水滩区,111.592143,26.461077
431121,湖南省永州市祁阳县,祁阳县,湖南省,永州市,祁阳县,111.840657,26.58012
431122,湖南省永州市东安县,东安县,湖南省,永州市,东安县,111.314117,26.394404
431123,湖南省永州市双牌县,双牌县,湖南省,永州市,双牌县,111.659967,25.96191
431124,湖南省永州市道县,道县,湖南省,永州市,道县,111.600796,25.526438
431125,湖南省永州市江永县,江永县,湖南省,永州市,江永县,111.343911,25.273539
431126,湖南省永州市宁远县,宁远县,湖南省,永州市,宁远县,111.945805,25.570976
431127,湖南省永州市蓝山县,蓝山县,湖南省,永州市,蓝山县,112.196731,25.369898
431128,湖南省永州市新田县,新田县,湖南省,永州市,新田县,112.203287,25.904305
431129,湖南省永州市江华瑶族自治县,江华瑶族自治县,湖南省,永州市,江华瑶族自治县,111.579305,25.18559
431200,湖南省怀化市,怀化市,湖南省,怀化市,,109.998488,27.554978
431201,湖南省怀化市市辖区,怀化市市辖区,湖南省,怀化市,,109.998488,27.554978
431202,湖南省怀化市鹤城区,鹤城区,湖南省,怀化市,鹤城区,110.040315,27.578926
431221,湖南省怀化市中方县,中方县,湖南省,怀化市,中方县,109.944712,27.440139
431222,湖南省怀化市沅陵县,沅陵县,湖南省,怀化市,沅陵县,110.393844,28.452686
431223,湖南省怀化市辰溪县,辰溪县,湖南省,怀化市,辰溪县,110.183917,28.006336
431224,湖南省怀化市溆浦县,溆浦县,湖南省,怀化市,溆浦县,110.594972,27.908316
431225,湖南省怀化市会同县,会同县,湖南省,怀化市,会同县,109.735661,26.887239
431226,湖南省怀化市麻阳苗族自治县,麻阳苗族自治县,湖南省,怀化市,麻阳苗族自治县,109.802587,27.865548
431227,湖南省怀化市新晃侗族自治县,新晃侗族自治县,湖南省,怀化市,新晃侗族自治县,109.174932,27.352673
431228,湖南省怀化市芷江侗族自治县,芷江侗族自治县,湖南省,怀化市,芷江侗族自治县,109.684629,27.443499
431229,湖南省怀化市靖州苗族侗族自治县,靖州苗族侗族自治县,湖南省,怀化市,靖州苗族侗族自治县,109.696311,26.575052
431230,湖南省怀化市通道侗族自治县,通道侗族自治县,湖南省,怀化市,通道侗族自治县,109.784412,26.158054
431281,湖南省怀化市洪江市,洪江市,湖南省,怀化市,洪江市,109.836669,27.208609
431300,湖南省娄底市,娄底市,湖南省,娄底市,,111.993497,27.700062
431301,湖南省娄底市市辖区,娄底市市辖区,湖南省,娄底市,,111.993497,27.700062
431302,湖南省娄底市娄星区,娄星区,湖南省,娄底市,娄星区,112.001937,27.729907
431321,湖南省娄底市双峰县,双峰县,湖南省,娄底市,双峰县,112.175246,27.456658
431322,湖南省娄底市新化县,新化县,湖南省,娄底市,新化县,111.327412,27.726515
431381,湖南省娄底市冷水江市,冷水江市,湖南省,娄底市,冷水江市,111.435623,27.68585
431382,湖南省娄底市涟源市,涟源市,湖南省,娄底市,涟源市,111.664316,27.692542
433100,湖南省湘西土家族苗族自治州,湘西土家族苗族自治州,湖南省,湘西土家族苗族自治州,,109.739172,28.311947
433101,湖南省湘西土家族苗族自治州吉首市,吉首市,湖南省,湘西土家族苗族自治州,吉首市,109.926773,28.297201
433122,湖南省湘西土家族苗族自治州泸溪县,泸溪县,湖南省,湘西土家族苗族自治州,泸溪县,110.21961,28.216641
433123,湖南省湘西土家族苗族自治州凤凰县,凤凰县,湖南省,湘西土家族苗族自治州,凤凰县,109.581072,27.958062
433124,湖南省湘西土家族苗族自治州花垣县,花垣县,湖南省,湘西土家族苗族自治州,花垣县,109.482078,28.57203
433125,湖南省湘西土家族苗族自治州保靖县,保靖县,湖南省,湘西土家族苗族自治州,保靖县,109.660577,28.699774
433126,湖南省湘西土家族苗族自治州古丈县,古丈县,湖南省,湘西土家族苗族自治州,古丈县,109.950728,28.616935
433127,湖南省湘西土家族苗族自治州永顺县,永顺县,湖南省,湘西土家族苗族自治州,永顺县,109.851254,29.00144
433130,湖南省湘西土家族苗族自治州龙山县,龙山县,湖南省,湘西土家族苗族自治州,龙山县,109.443939,29.457663
440000,广东省,广东省,广东省,,,113.26653,23.132191
440100,广东省广州市,广州市,广东省,广州市,,113.264434,23.129162
440101,广东省广州市市辖区,广州市市辖区,广东省,广州市,,113.264434,23.129162
440103,广东省广州市荔湾区,荔湾区,广东省,广州市,荔湾区,113.244261,23.125981
440104,广东省广州市越秀区,越秀区,广东省,广州市,越秀区,113.266841,23.128524
440105,广东省广州市海珠区,海珠区,广东省,广州市,海珠区,113.317388,23.083801
440106,广东省广州市天河区,天河区,广东省,广州市,天河区,113.3612,23.12468
440111,广东省广州市白云区,白云区,广东省,广州市,白云区,113.273289,23.15729
440112,广东省广州市黄埔区,黄埔区,广东省,广州市,黄埔区,113.459749,23.106402
440113,广东省广州市番禺区,番禺区,广东省,广州市,番禺区,113.384129,22.937244
440114,广东省广州市花都区,花都区,广东省,广州市,花都区,113.220218,23.404165
440115,广东省广州市南沙区,南沙区,广东省,广州市,南沙区,113.525165,22.801624
440117,广东省广州市从化区,从化区,广东省,广州市,从化区,113.586605,23.548852
440118,广东省广州市增城区,增城区,广东省,广州市,增城区,113.81086,23.261141
440200,广东省韶关市,韶关市,广东省,韶关市,,113.597522,24.810403
440201,广东省韶关市市辖区,韶关市市辖区,广东省,韶关市,,113.597522,24.810403
440203,广东省韶关市武江区,武江区,广东省,韶关市,武江区,113.587774,24.792924
440204,广东省韶关市浈江区,浈江区,广东省,韶关市,浈江区,113.611098,24.804381
440205,广东省韶关市曲江区,曲江区,广东省,韶关市,曲江区,113.604549,24.682728
440222,广东省韶关市始兴县,始兴县,广东省,韶关市,始兴县,114.061789,24.952977
440224,广东省韶关市仁化县,仁化县,广东省,韶关市,仁化县,113.749027,25.085621
440229,广东省韶关市翁源县,翁源县,广东省,韶关市,翁源县,114.130342,24.350347
440232,广东省韶关市乳源瑶族自治县,乳源瑶族自治县,广东省,韶关市,乳源瑶族自治县,113.275883,24.776078
440233,广东省韶关市新丰县,新丰县,广东省,韶关市,新丰县,114.206867,24.05976
440281,广东省韶关市乐昌市,乐昌市,广东省,韶关市,乐昌市,113.347519,25.130136
440282,广东省韶关市南雄市,南雄市,广东省,韶关市,南雄市,114.311982,25.117753
440300,广东省深圳市,深圳市,广东省,深圳市,,114.057868,22.543099
440301,广东省深圳市市辖区,深圳市市辖区,广东省,深圳市,,114.057868,22.543099
440303,广东省深圳市罗湖区,罗湖区,广东省,深圳市,罗湖区,114.131764,22.548171
440304,广东省深圳市福田区,福田区,广东省,深圳市,福田区,114.055036,22.52153
440305,广东省深圳市南山区,南山区,广东省,深圳市,南山区,113.923552,22.528499
440306,广东省深圳市宝安区,宝安区,广东省,深圳市,宝安区,113.88402,22.555259
440307,广东省深圳市龙岗区,龙岗区,广东省,深圳市,龙岗区,114.246899,22.720968
440308,广东省深圳市盐田区,盐田区,广东省,深圳市,盐田区,114.236875,22.556499
440309,广东省深圳市龙华区,龙华区,广东省,深圳市,龙华区,117.811221,36.0586155
440310,广东省深圳市坪山区,坪山区,广东省,深圳市,坪山区,113.9358915,22.7488
440311,广东省深圳市光明区,光明区,广东省,深圳市,光明区,113.935761,22.7488655
440400,广东省珠海市,珠海市,广东省,珠海市,,113.576726,22.270715
440401,广东省珠海市市辖区,珠海市市辖区,广东省,珠海市,,113.576726,22.270715
440402,广东省珠海市香洲区,香洲区,广东省,珠海市,香洲区,113.543785,22.265811
440403,广东省珠海市斗门区,斗门区,广东省,珠海市,斗门区,113.296467,22.2092
440404,广东省珠海市金湾区,金湾区,广东省,珠海市,金湾区,113.363393,22.146874
440500,广东省汕头市,汕头市,广东省,汕头市,,116.681972,23.354091
440501,广东省汕头市市辖区,汕头市市辖区,广东省,汕头市,,116.681972,23.354091
440507,广东省汕头市龙湖区,龙湖区,广东省,汕头市,龙湖区,116.716534,23.371476
440511,广东省汕头市金平区,金平区,广东省,汕头市,金平区,116.703426,23.365613
440512,广东省汕头市濠江区,濠江区,广东省,汕头市,濠江区,116.726973,23.286079
440513,广东省汕头市潮阳区,潮阳区,广东省,汕头市,潮阳区,116.601515,23.264936
440514,广东省汕头市潮南区,潮南区,广东省,汕头市,潮南区,116.433017,23.250425
440515,广东省汕头市澄海区,澄海区,广东省,汕头市,澄海区,116.756092,23.46596
440523,广东省汕头市南澳县,南澳县,广东省,汕头市,南澳县,117.023374,23.421724
440600,广东省佛山市,佛山市,广东省,佛山市,,113.121416,23.021548
440601,广东省佛山市市辖区,佛山市市辖区,广东省,佛山市,,113.121416,23.021548
440604,广东省佛山市禅城区,禅城区,广东省,佛山市,禅城区,113.12244,23.009505
440605,广东省佛山市南海区,南海区,广东省,佛山市,南海区,113.147759,23.025412
440606,广东省佛山市顺德区,顺德区,广东省,佛山市,顺德区,113.293359,22.80524
440607,广东省佛山市三水区,三水区,广东省,佛山市,三水区,112.896668,23.156065
440608,广东省佛山市高明区,高明区,广东省,佛山市,高明区,112.892578,22.900182
440700,广东省江门市,江门市,广东省,江门市,,113.081901,22.578738
440701,广东省江门市市辖区,江门市市辖区,广东省,江门市,,113.081901,22.578738
440703,广东省江门市蓬江区,蓬江区,广东省,江门市,蓬江区,113.078521,22.595149
440704,广东省江门市江海区,江海区,广东省,江门市,江海区,113.111612,22.560474
440705,广东省江门市新会区,新会区,广东省,江门市,新会区,113.034187,22.4583
440781,广东省江门市台山市,台山市,广东省,江门市,台山市,112.79597,22.251596
440783,广东省江门市开平市,开平市,广东省,江门市,开平市,112.698545,22.376395
440784,广东省江门市鹤山市,鹤山市,广东省,江门市,鹤山市,112.964446,22.765392
440785,广东省江门市恩平市,恩平市,广东省,江门市,恩平市,112.305145,22.183206
440800,广东省湛江市,湛江市,广东省,湛江市,,110.359377,21.270707
440801,广东省湛江市市辖区,湛江市市辖区,广东省,湛江市,,110.359377,21.270707
440802,广东省湛江市赤坎区,赤坎区,广东省,湛江市,赤坎区,110.3659,21.266119
440803,广东省湛江市霞山区,霞山区,广东省,湛江市,霞山区,110.39807,21.19172
440804,广东省湛江市坡头区,坡头区,广东省,湛江市,坡头区,110.455332,21.244721
440811,广东省湛江市麻章区,麻章区,广东省,湛江市,麻章区,110.334387,21.263443
440823,广东省湛江市遂溪县,遂溪县,广东省,湛江市,遂溪县,110.250124,21.377246
440825,广东省湛江市徐闻县,徐闻县,广东省,湛江市,徐闻县,110.17675,20.325489
440881,广东省湛江市廉江市,廉江市,广东省,湛江市,廉江市,110.286209,21.6097
440882,广东省湛江市雷州市,雷州市,广东省,湛江市,雷州市,110.096749,20.914278
440883,广东省湛江市吴川市,吴川市,广东省,湛江市,吴川市,110.778411,21.441808
440900,广东省茂名市,茂名市,广东省,茂名市,,110.925456,21.662999
440901,广东省茂名市市辖区,茂名市市辖区,广东省,茂名市,,110.925456,21.662999
440902,广东省茂名市茂南区,茂南区,广东省,茂名市,茂南区,110.918026,21.641337
440904,广东省茂名市电白区,电白区,广东省,茂名市,电白区,111.013556,21.514164
440981,广东省茂名市高州市,高州市,广东省,茂名市,高州市,110.853302,21.917982
440982,广东省茂名市化州市,化州市,广东省,茂名市,化州市,110.639569,21.664044
440983,广东省茂名市信宜市,信宜市,广东省,茂名市,信宜市,110.947044,22.354385
441200,广东省肇庆市,肇庆市,广东省,肇庆市,,112.465091,23.047191
441201,广东省肇庆市市辖区,肇庆市市辖区,广东省,肇庆市,,112.465091,23.047191
441202,广东省肇庆市端州区,端州区,广东省,肇庆市,端州区,112.484848,23.052101
441203,广东省肇庆市鼎湖区,鼎湖区,广东省,肇庆市,鼎湖区,112.567588,23.158447
441204,广东省肇庆市高要区,高要区,广东省,肇庆市,高要区,112.457771,23.025668
441223,广东省肇庆市广宁县,广宁县,广东省,肇庆市,广宁县,112.44069,23.634676
441224,广东省肇庆市怀集县,怀集县,广东省,肇庆市,怀集县,112.184652,23.911899
441225,广东省肇庆市封开县,封开县,广东省,肇庆市,封开县,111.512343,23.424033
441226,广东省肇庆市德庆县,德庆县,广东省,肇庆市,德庆县,111.785937,23.143722
441284,广东省肇庆市四会市,四会市,广东省,肇庆市,四会市,112.733773,23.326504
441300,广东省惠州市,惠州市,广东省,惠州市,,114.416196,23.111847
441301,广东省惠州市市辖区,惠州市市辖区,广东省,惠州市,,114.416196,23.111847
441302,广东省惠州市惠城区,惠城区,广东省,惠州市,惠城区,114.382485,23.084109
441303,广东省惠州市惠阳区,惠阳区,广东省,惠州市,惠阳区,114.456696,22.788734
441322,广东省惠州市博罗县,博罗县,广东省,惠州市,博罗县,114.289496,23.172899
441323,广东省惠州市惠东县,惠东县,广东省,惠州市,惠东县,114.720079,22.984975
441324,广东省惠州市龙门县,龙门县,广东省,惠州市,龙门县,114.254913,23.727732
441400,广东省梅州市,梅州市,广东省,梅州市,,116.122238,24.288615
441401,广东省梅州市市辖区,梅州市市辖区,广东省,梅州市,,116.122238,24.288615
441402,广东省梅州市梅江区,梅江区,广东省,梅州市,梅江区,116.116616,24.310384
441403,广东省梅州市梅县区,梅县区,广东省,梅州市,梅县区,116.082183,24.265312
441422,广东省梅州市大埔县,大埔县,广东省,梅州市,大埔县,116.695195,24.347783
441423,广东省梅州市丰顺县,丰顺县,广东省,梅州市,丰顺县,116.182299,23.739526
441424,广东省梅州市五华县,五华县,广东省,梅州市,五华县,115.776983,23.930769
441426,广东省梅州市平远县,平远县,广东省,梅州市,平远县,115.891638,24.567262
441427,广东省梅州市蕉岭县,蕉岭县,广东省,梅州市,蕉岭县,116.171356,24.6587
441481,广东省梅州市兴宁市,兴宁市,广东省,梅州市,兴宁市,115.723805,24.126159
441500,广东省汕尾市,汕尾市,广东省,汕尾市,,115.375278,22.786211
441501,广东省汕尾市市辖区,汕尾市市辖区,广东省,汕尾市,,115.375278,22.786211
441502,广东省汕尾市城区,城区,广东省,汕尾市,城区,115.365029,22.778699
441521,广东省汕尾市海丰县,海丰县,广东省,汕尾市,海丰县,115.323436,22.966586
441523,广东省汕尾市陆河县,陆河县,广东省,汕尾市,陆河县,115.660143,23.301617
441581,广东省汕尾市陆丰市,陆丰市,广东省,汕尾市,陆丰市,115.65226,22.917576
441600,广东省河源市,河源市,广东省,河源市,,114.700447,23.743538
441601,广东省河源市市辖区,河源市市辖区,广东省,河源市,,114.700447,23.743538
441602,广东省河源市源城区,源城区,广东省,河源市,源城区,114.702517,23.733969
441621,广东省河源市紫金县,紫金县,广东省,河源市,紫金县,115.184061,23.635271
441622,广东省河源市龙川县,龙川县,广东省,河源市,龙川县,115.259872,24.100066
441623,广东省河源市连平县,连平县,广东省,河源市,连平县,114.488714,24.369588
441624,广东省河源市和平县,和平县,广东省,河源市,和平县,114.938684,24.44218
441625,广东省河源市东源县,东源县,广东省,河源市,东源县,114.74638,23.788393
441700,广东省阳江市,阳江市,广东省,阳江市,,111.982232,21.857958
441701,广东省阳江市市辖区,阳江市市辖区,广东省,阳江市,,111.982232,21.857958
441702,广东省阳江市江城区,江城区,广东省,阳江市,江城区,111.955059,21.861787
441704,广东省阳江市阳东区,阳东区,广东省,阳江市,阳东区,112.006338,21.868358
441721,广东省阳江市阳西县,阳西县,广东省,阳江市,阳西县,111.617849,21.752396
441781,广东省阳江市阳春市,阳春市,广东省,阳江市,阳春市,111.791539,22.170438
441800,广东省清远市,清远市,广东省,清远市,,113.056031,23.681763
441801,广东省清远市市辖区,清远市市辖区,广东省,清远市,,113.056031,23.681763
441802,广东省清远市清城区,清城区,广东省,清远市,清城区,113.062692,23.697899
441803,广东省清远市清新区,清新区,广东省,清远市,清新区,113.017749,23.734673
441821,广东省清远市佛冈县,佛冈县,广东省,清远市,佛冈县,113.531607,23.879192
441823,广东省清远市阳山县,阳山县,广东省,清远市,阳山县,112.641363,24.465359
441825,广东省清远市连山壮族瑶族自治县,连山壮族瑶族自治县,广东省,清远市,连山壮族瑶族自治县,112.093617,24.570491
441826,广东省清远市连南瑶族自治县,连南瑶族自治县,广东省,清远市,连南瑶族自治县,112.287012,24.726017
441881,广东省清远市英德市,英德市,广东省,清远市,英德市,113.402376,24.205024
441882,广东省清远市连州市,连州市,广东省,清远市,连州市,112.377361,24.780966
441900,广东省东莞市,东莞市,广东省,东莞市,,113.751765,23.020536
442000,广东省中山市,中山市,广东省,中山市,,113.392782,22.517645
442101,广东省东沙群岛,东沙群岛,广东省,,,116.007965,21.072651
445100,广东省潮州市,潮州市,广东省,潮州市,,116.622603,23.65695
445101,广东省潮州市市辖区,潮州市市辖区,广东省,潮州市,,116.622603,23.65695
445102,广东省潮州市湘桥区,湘桥区,广东省,潮州市,湘桥区,116.628632,23.674536
445103,广东省潮州市潮安区,潮安区,广东省,潮州市,潮安区,116.678204,23.462613
445122,广东省潮州市饶平县,饶平县,广东省,潮州市,饶平县,117.0039,23.663824
445200,广东省揭阳市,揭阳市,广东省,揭阳市,,116.372831,23.549993
445201,广东省揭阳市市辖区,揭阳市市辖区,广东省,揭阳市,,116.372831,23.549993
445202,广东省揭阳市榕城区,榕城区,广东省,揭阳市,榕城区,116.367035,23.525229
445203,广东省揭阳市揭东区,揭东区,广东省,揭阳市,揭东区,116.412015,23.566127
445222,广东省揭阳市揭西县,揭西县,广东省,揭阳市,揭西县,115.841838,23.431294
445224,广东省揭阳市惠来县,惠来县,广东省,揭阳市,惠来县,116.29515,23.033267
445281,广东省揭阳市普宁市,普宁市,广东省,揭阳市,普宁市,116.166004,23.297642
445300,广东省云浮市,云浮市,广东省,云浮市,,112.044491,22.915094
445301,广东省云浮市市辖区,云浮市市辖区,广东省,云浮市,,112.044491,22.915094
445302,广东省云浮市云城区,云城区,广东省,云浮市,云城区,112.043832,22.928097
445303,广东省云浮市云安区,云安区,广东省,云浮市,云安区,112.003209,23.07102
445321,广东省云浮市新兴县,新兴县,广东省,云浮市,新兴县,112.225335,22.69569
445322,广东省云浮市郁南县,郁南县,广东省,云浮市,郁南县,111.535249,23.234627
445381,广东省云浮市罗定市,罗定市,广东省,云浮市,罗定市,111.569667,22.768939
450000,广西壮族自治区,广西壮族自治区,广西壮族自治区,,,108.327546,22.815478
450100,广西壮族自治区南宁市,南宁市,广西壮族自治区,南宁市,,108.366543,22.817002
450101,广西壮族自治区南宁市市辖区,南宁市市辖区,广西壮族自治区,南宁市,,108.366543,22.817002
450102,广西壮族自治区南宁市兴宁区,兴宁区,广西壮族自治区,南宁市,兴宁区,108.368871,22.854021
450103,广西壮族自治区南宁市青秀区,青秀区,广西壮族自治区,南宁市,青秀区,108.494024,22.785879
450105,广西壮族自治区南宁市江南区,江南区,广西壮族自治区,南宁市,江南区,108.273158,22.781632
450107,广西壮族自治区南宁市西乡塘区,西乡塘区,广西壮族自治区,南宁市,西乡塘区,108.306886,22.83277
450108,广西壮族自治区南宁市良庆区,良庆区,广西壮族自治区,南宁市,良庆区,108.322102,22.75909
450109,广西壮族自治区南宁市邕宁区,邕宁区,广西壮族自治区,南宁市,邕宁区,108.487369,22.75839
450110,广西壮族自治区南宁市武鸣区,武鸣区,广西壮族自治区,南宁市,武鸣区,108.274712,23.158693
450123,广西壮族自治区南宁市隆安县,隆安县,广西壮族自治区,南宁市,隆安县,107.696153,23.166028
450124,广西壮族自治区南宁市马山县,马山县,广西壮族自治区,南宁市,马山县,108.176979,23.708192
450125,广西壮族自治区南宁市上林县,上林县,广西壮族自治区,南宁市,上林县,108.604921,23.431936
450126,广西壮族自治区南宁市宾阳县,宾阳县,广西壮族自治区,南宁市,宾阳县,108.810326,23.217832
450127,广西壮族自治区南宁市横县,横县,广西壮族自治区,南宁市,横县,109.261384,22.679932
450200,广西壮族自治区柳州市,柳州市,广西壮族自治区,柳州市,,109.415953,24.325502
450201,广西壮族自治区柳州市市辖区,柳州市市辖区,广西壮族自治区,柳州市,,109.415953,24.325502
450202,广西壮族自治区柳州市城中区,城中区,广西壮族自治区,柳州市,城中区,109.410736,24.315602
450203,广西壮族自治区柳州市鱼峰区,鱼峰区,广西壮族自治区,柳州市,鱼峰区,109.452442,24.318517
450204,广西壮族自治区柳州市柳南区,柳南区,广西壮族自治区,柳州市,柳南区,109.385519,24.336229
450205,广西壮族自治区柳州市柳北区,柳北区,广西壮族自治区,柳州市,柳北区,109.40205,24.362691
450206,广西壮族自治区柳州市柳江区,柳江区,广西壮族自治区,柳州市,柳江区,109.32638,24.254892
450222,广西壮族自治区柳州市柳城县,柳城县,广西壮族自治区,柳州市,柳城县,109.24473,24.651518
450223,广西壮族自治区柳州市鹿寨县,鹿寨县,广西壮族自治区,柳州市,鹿寨县,109.750638,24.472897
450224,广西壮族自治区柳州市融安县,融安县,广西壮族自治区,柳州市,融安县,109.397538,25.22455
450225,广西壮族自治区柳州市融水苗族自治县,融水苗族自治县,广西壮族自治区,柳州市,融水苗族自治县,109.256334,25.065934
450226,广西壮族自治区柳州市三江侗族自治县,三江侗族自治县,广西壮族自治区,柳州市,三江侗族自治县,109.607675,25.783198
450300,广西壮族自治区桂林市,桂林市,广西壮族自治区,桂林市,,110.290194,25.273566
450301,广西壮族自治区桂林市市辖区,桂林市市辖区,广西壮族自治区,桂林市,,110.290194,25.273566
450302,广西壮族自治区桂林市秀峰区,秀峰区,广西壮族自治区,桂林市,秀峰区,110.264183,25.273625
450303,广西壮族自治区桂林市叠彩区,叠彩区,广西壮族自治区,桂林市,叠彩区,110.301723,25.314001
450304,广西壮族自治区桂林市象山区,象山区,广西壮族自治区,桂林市,象山区,110.281082,25.261687
450305,广西壮族自治区桂林市七星区,七星区,广西壮族自治区,桂林市,七星区,110.317826,25.252701
450311,广西壮族自治区桂林市雁山区,雁山区,广西壮族自治区,桂林市,雁山区,110.28669,25.101935
450312,广西壮族自治区桂林市临桂区,临桂区,广西壮族自治区,桂林市,临桂区,110.212463,25.238628
450321,广西壮族自治区桂林市阳朔县,阳朔县,广西壮族自治区,桂林市,阳朔县,110.496593,24.778481
450323,广西壮族自治区桂林市灵川县,灵川县,广西壮族自治区,桂林市,灵川县,110.325636,25.409747
450324,广西壮族自治区桂林市全州县,全州县,广西壮族自治区,桂林市,全州县,111.072926,25.928617
450325,广西壮族自治区桂林市兴安县,兴安县,广西壮族自治区,桂林市,兴安县,110.67167,25.611705
450326,广西壮族自治区桂林市永福县,永福县,广西壮族自治区,桂林市,永福县,109.983076,24.979856
450327,广西壮族自治区桂林市灌阳县,灌阳县,广西壮族自治区,桂林市,灌阳县,111.160851,25.489383
450328,广西壮族自治区桂林市龙胜各族自治县,龙胜各族自治县,广西壮族自治区,桂林市,龙胜各族自治县,110.011238,25.797931
450329,广西壮族自治区桂林市资源县,资源县,广西壮族自治区,桂林市,资源县,110.6527,26.042443
450330,广西壮族自治区桂林市平乐县,平乐县,广西壮族自治区,桂林市,平乐县,110.643305,24.633362
450381,广西壮族自治区桂林市荔浦市,荔浦市,广西壮族自治区,桂林市,荔浦市,110.6150135,24.499683
450332,广西壮族自治区桂林市恭城瑶族自治县,恭城瑶族自治县,广西壮族自治区,桂林市,恭城瑶族自治县,110.82841,24.831682
